Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
532809,Firstsource Solutions Ltd,FSL,FIRSTSOURCE SOLUTIONS Ltd,Active,A ,10.0,INE684F01012,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532810,Power Finance Corporation Ltd,PFC,POWER FINANCE CORPORATION Ltd,Active,A ,10.0,INE134E01011,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532811,Ahluwalia Contracts (India) Ltd,AHLUCONT,AHLUWALIA CONTRACTS (INDIA) Ltd,Active,A ,2.0,INE758C01029,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532812,Transwarranty Finance Limited,TFL,TRANSWARRANTY FINANCE Ltd,Active,T ,10.0,INE804H01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532814,Indian Bank,INDIANB,INDIAN BANK,Active,A ,10.0,INE562A01011,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532815,SMS Pharmaceuticals Ltd,SMSPHARMA,SMS PHARMACEUTICALS Ltd,Active,B ,1.0,INE812G01025,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532817,Oriental Trimex Limited,ORIENTALTL,ORIENTAL TRIMEX Ltd,Active,B ,10.0,INE998H01012,Granites & Marbles,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Granites & Marbles,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532820,E-Land Apparel Limited,ELAND,E-Land Apparel Limited,Active,X ,10.0,INE311H01018,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532822,VODAFONE IDEA LIMITED,IDEA,Vodafone Idea Ltd,Active,A ,10.0,INE669E01016,Telecom - Cellular & Fixed line services,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532825,JAGJANANI TEXTILES LIMITED,JAGJANANI,JAGJANANI TEXTILES Ltd,Active,X ,10.0,INE702H01018,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532826,Raj Television Network Ltd,RAJTV,RAJ TELEVISION NETWORK Ltd,Active,T ,5.0,INE952H01027,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532827,Page Industries Ltd,PAGEIND,PAGE INDUSTRIES Ltd,Active,A ,10.0,INE761H01022,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532828,AMD Industries Ltd,AMDIND,AMD INDUSTRIES Ltd,Active,B ,10.0,INE005I01014,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532829,LEHAR FOOTWEARS LIMITED,LEHAR,Lehar Footwears Ltd,Active,X ,10.0,INE976H01018,Footwear,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532830,ASTRAL LIMITED,ASTRAL,Astral Ltd,Active,A ,1.0,INE006I01046,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532832,EMBASSY DEVELOPMENTS LIMITED,EMBDL,Embassy Developments Ltd,Active,A ,2.0,INE069I01010,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532834,Camlin Fine Sciences Ltd,CAMLINFINE,CAMLIN FINE SCIENCES Ltd,Active,B ,1.0,INE052I01032,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532835,ICRA Limited,ICRA,ICRA Ltd,Active,B ,10.0,INE725G01011,Ratings,Equity,Financial Services,Financial Services,Capital Markets,Ratings,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532839,Dish TV India Limited,DISHTV,DISH TV INDIA Ltd,Active,A ,1.0,INE836F01026,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532841,SAHYADRI INDUSTRIES Ltd,SAHYADRI,SAHYADRI INDUSTRIES Ltd,Active,B ,10.0,INE280H01015,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532842,Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH HYPO Ltd,Active,B ,10.0,INE917H01012,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532843,Fortis Healthcare Ltd,FORTIS,FORTIS HEALTHCARE Ltd,Active,A ,10.0,INE061F01013,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532845,TGB Banquets and Hotels Limited,TGBHOTELS,TGB BANQUETS AND HOTELS Ltd,Active,B ,10.0,INE797H01018,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532847,HILTON METAL FORGING LIMITED,HILTON,HILTON METAL FORGING Ltd,Active,B ,10.0,INE788H01017,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532848,Delta Corp Limited,DELTACORP,DELTA CORP Ltd,Active,A ,1.0,INE124G01033,Amusement Parks/ Other Recreation,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Amusement Parks/ Other Recreation,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532850,MIC Electronics Limited,MICEL,MIC ELECTRONICS Ltd,Active,B ,2.0,INE287C01037,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532851,Insecticides India Ltd,INSECTICID,INSECTICIDES (INDIA) Ltd,Active,B ,10.0,INE070I01018,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532853,Asahi Songwon Colors Ltd,ASAHISONG,ASAHI SONGWON COLORS Ltd,Active,B ,10.0,INE228I01012,Dyes And Pigments,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532855,Haryana Capfin Ltd,HARYNACAP,HARYANA CAPFIN Ltd,Active,XT,10.0,INE928H01019,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532856,Time Technoplast Limited,TIMETECHNO,TIME TECHNOPLAST Ltd,Active,A ,1.0,INE508G01029,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532859,Hinduja Global Solutions Limited,HGS,HINDUJA GLOBAL SOLUTIONS Ltd,Active,B ,10.0,INE170I01016,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532864,Nelcast Limited,NELCAST,NELCAST Ltd,Active,B ,2.0,INE189I01024,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532867,V2 Retail Limited,V2RETAIL,V2 RETAIL Ltd,Active,T ,10.0,INE945H01013,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532868,DLF LIMITED,DLF,DLF Ltd,Active,A ,2.0,INE271C01023,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532869,Tarmat Limited,TARMAT,TARMAT Ltd,Active,B ,10.0,INE924H01018,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532870,Ankit Metal  & Power Limited,ANKITMETAL,ANKIT METAL & POWER Ltd,Active,Z ,10.0,INE106I01010,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
532872,Sun Pharma Advanced Research Company Ltd,SPARC,SUN PHARMA ADVANCED RESEARCH COMPANY Ltd,Active,A ,1.0,INE232I01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532873,Housing Development & Infrastructure  Ltd,HDIL,HOUSING DEVELOPMENT & INFRASTRUCTURE Ltd,Active,Z ,10.0,INE191I01012,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
532875,Allied Digital Services Limited,ADSL,ALLIED DIGITAL SERVICES Ltd,Active,B ,5.0,INE102I01027,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532878,Alpa Laboratories Limited,ALPA,ALPA LABORATORIES Ltd,Active,B ,10.0,INE385I01010,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532879,Sir Shadi Lal Enterprises Ltd,SSLEL,SIR SHADI LAL ENTERPRISES Ltd,Active,X ,10.0,INE117H01019,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532880,OMAXE LIMITED,OMAXE,OMAXE Ltd,Active,B ,10.0,INE800H01010,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532884,Refex Industries Limited,REFEX,Refex Industries Limited,Active,B ,2.0,INE056I01025,Industrial Gases,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Industrial Gases,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532885,Central Bank of India,CENTRALBK,CENTRAL BANK OF INDIA,Active,A ,10.0,INE483A01010,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532886,SEL Manufacturing Company Limited,SELMC,SEL MANUFACTURING COMPANY Ltd,Active,B ,10.0,INE105I01020,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532888,ASIAN GRANITO INDIA LIMITED,ASIANTILES,ASIAN GRANITO INDIA Ltd,Active,B ,10.0,INE022I01019,Ceramics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532889,K.P.R. Mill Ltd,KPRMILL,K.P.R. Mill Limited,Active,A ,1.0,INE930H01031,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532890,Take Solutions Ltd,TAKE,TAKE SOLUTIONS Ltd,Active,Z ,1.0,INE142I01023,Healthcare Research- Analytics & Technology,Equity,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532891,Puravankara Limited,PURVA,Puravankara Ltd,Active,B ,5.0,INE323I01011,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532892,Motilal Oswal Financial Services Limited,MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVICES Ltd,Active,A ,1.0,INE338I01027,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532893,VTM Ltd,VTMLTD,VTM Ltd,Active,XT,1.0,INE222F01029,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532894,Indowind Energy Ltd,INDOWIND,INDOWIND ENERGY Ltd,Active,B ,10.0,INE227G01018,Power Generation,Equity,Utilities,Power,Power,Power Generation,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532895,Nagreeka Capital & Infrastructure Limited,NAGREEKCAP,NAGREEKA CAPITAL & INFRASTRUCTURE Ltd,Active,B ,5.0,INE245I01016,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532896,MAGNUM VENTURES LIMITED,MAGNUM,MAGNUM VENTURES Ltd,Active,B ,10.0,INE387I01016,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532898,POWER GRID CORPORATION OF INDIA LIMITED,POWERGRID,POWER GRID CORPORATION OF INDIA Ltd,Active,A ,10.0,INE752E01010,Power - Transmission,Equity,Utilities,Power,Power,Power - Transmission,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532899,Kaveri Seed Company Ltd,KSCL,KAVERI SEED COMPANY Ltd,Active,A ,2.0,INE455I01029,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532900,PAISALO DIGITAL LIMITED,PAISALO,Paisalo Digital Ltd,Active,A ,1.0,INE420C01059,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532902,Consolidated Construction Consortium Ltd,CCCL,CONSOLIDATED CONSTRUCTION CONSORTIUM Ltd,Active,T ,2.0,INE429I01024,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532904,Supreme Infrastructure India Limited,SUPREMEINF,SUPREME INFRASTRUCTURE INDIA Ltd,Active,Z ,10.0,INE550H01011,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
532906,MAAN ALUMINIUM LIMITED,MAANALU,MAAN ALUMINIUM Ltd,Active,T ,5.0,INE215I01027,Aluminium,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532907,IL&FS Engineering and Construction Company Ltd,IL&FSENGG,IL&FS ENGINEERING AND CONSTRUCTION COMPANY Ltd,Active,Z ,10.0,INE369I01014,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532911,PARLE INDUSTRIES LIMITED,PARLEIND,Parle Industries Ltd,Active,XT,10.0,INE272G01014,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532915,Religare Enterprises Ltd,RELIGARE,RELIGARE ENTERPRISES Ltd,Active,A ,10.0,INE621H01010,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532916,BARAK VALLEY CEMENTS LIMITED,BVCL,BARAK VALLEY CEMENTS Ltd,Active,B ,10.0,INE139I01011,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532918,RATHI BARS LIMITED,RATHIBAR,RATHI BARS Ltd,Active,X ,10.0,INE575I01016,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532921,Adani Ports and Special Economic Zone Ltd,ADANIPORTS,ADANI PORTS AND SPECIAL ECONOMIC ZONE Ltd,Active,A ,2.0,INE742F01042,Port & Port services,Equity,Services,Services,Transport Infrastructure,Port & Port services,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532922,Edelweiss Financial Services Ltd,EDELWEISS,Edelweiss Financial Services Ltd,Active,A ,1.0,INE532F01054,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532923,RENAISSANCE GLOBAL LIMITED,RGL,Renaissance Global Ltd,Active,B ,2.0,INE722H01024,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532924,Kolte-Patil Developers Ltd,KOLTEPATIL,KOLTE-PATIL DEVELOPERS Ltd,Active,B ,10.0,INE094I01018,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532925,Kaushalya Infrastructure Development Corporation Ltd,KAUSHALYA,KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION Ltd,Active,B ,1000.0,INE234I01028,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532926,JYOTHY LABS LIMITED,JYOTHYLAB,Jyothy Labs Ltd,Active,A ,1.0,INE668F01031,Household Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532927,eClerx Services Limited,ECLERX,ECLERX SERVICES Ltd,Active,A ,10.0,INE738I01010,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532928,Transformers and Rectifiers (India) Limited,TARIL,TRANSFORMERS AND RECTIFIERS (INDIA) Ltd,Active,B ,1.0,INE763I01026,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
532929,Brigade Enterprises Limited,BRIGADE,BRIGADE ENTERPRISES Ltd,Active,A ,10.0,INE791I01019,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532930,BGR ENERGY SYSTEMS LIMITED,BGRENERGY,BGR ENERGY SYSTEMS Ltd,Active,T ,10.0,INE661I01014,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532932,MANAKSIA LIMITED,MANAKSIA,MANAKSIA Ltd,Active,B ,2.0,INE015D01022,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532933,PORWAL AUTO COMPONENTS LIMITED,PORWAL,PORWAL AUTO COMPONENTS Ltd,Active,X ,10.0,INE386I01018,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532934,PPAP Automotive Limited,PPAP,PPAP Automotive Limited,Active,B ,10.0,INE095I01015,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532935,Aries Agro Limited,ARIES,ARIES AGRO Ltd,Active,T ,10.0,INE298I01015,Fertilizers,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532937,Kuantum Papers Limited,KUANTUM,KUANTUM PAPERS Ltd,Active,B ,1.0,INE529I01021,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532939,Reliance Power Limited,RPOWER,RELIANCE POWER Ltd,Active,A ,10.0,INE614G01033,Power Generation,Equity,Utilities,Power,Power,Power Generation,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532940,J. Kumar Infraprojects Limited,JKIL,J.KUMAR INFRAPROJECTS Ltd,Active,A ,5.0,INE576I01022,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532941,Cords Cable Industries Limited,CORDSCABLE,CORDS CABLE INDUSTRIES Ltd,Active,B ,10.0,INE792I01017,Cables - Electricals,Equity,Industrials,Capital Goods,Industrial Products,Cables - Electricals,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532942,KNR Constructions Limited,KNRCON,KNR CONSTRUCTIONS Ltd,Active,A ,2.0,INE634I01029,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532944,OnMobile Global Ltd,ONMOBILE,OnMobile Global Ltd,Active,B ,10.0,INE809I01019,Web based media and service,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Web based media and service,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532945,SEPC LIMITED,SEPC,SEPC Ltd,Active,A ,10.0,INE964H01014,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532946,Bang Overseas Ltd,BANG,BANG OVERSEAS Ltd,Active,T ,10.0,INE863I01016,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532947,IRB Infrastructure Developers Limited,IRB,IRB INFRASTRUCTURE DEVELOPERS Ltd,Active,A ,1.0,INE821I01022,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532951,GSS Infotech Ltd,GSS,GSS INFOTECH Ltd,Active,B ,10.0,INE871H01011,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532952,Nahar Capital & Financial Services Ltd,NAHARCAP,NAHAR CAPITAL & FINANCIAL SERVICES Ltd,Active,B ,5.0,INE049I01012,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532953,V-Guard Industries Ltd,VGUARD,V-GUARD INDUSTRIES Ltd,Active,A ,1.0,INE951I01027,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532955,REC LIMITED,RECLTD,REC Ltd,Active,A ,10.0,INE020B01018,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
532957,GOKAK TEXTILES Ltd,GOKAKTEX,GOKAK TEXTILES Ltd,Active,XT,10.0,INE642I01014,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
